months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_state_IN,policy_state_OH,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_NO,property_damage_YES,police_report_available_NO,police_report_available_YES
430,59,2000,1326.62,0,477310,7,3,0,0,19,3,0,3,81800.0,16360,8180,57260,9,1998,0,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
91,27,2000,1073.83,0,609930,4,14,0,0,4,1,1,2,7260.0,1320,660,5280,2,2008,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,39,1000,1530.52,0,603993,1,1,0,0,8,1,2,1,4300.0,430,430,3440,12,2000,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
223,40,500,1201.41,0,437818,8,12,88400,-46500,7,3,1,0,70510.0,12820,12820,44870,11,1999,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
195,39,1000,1393.57,0,478423,6,12,47600,-39600,5,1,0,1,2640.0,480,480,1680,5,2009,0,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
22,26,1000,1276.57,0,467784,2,16,71500,0,3,1,1,2,78900.0,15780,7890,55230,3,1995,0,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
439,56,500,1082.49,0,606714,9,5,36100,-55000,12,3,2,3,56430.0,0,6270,50160,6,2014,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
94,32,1000,1414.74,0,464691,0,10,0,0,19,1,1,3,2400.0,300,300,1800,3,2014,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
11,39,2000,1470.06,0,431683,7,19,56600,-45800,22,1,0,1,65790.0,7310,7310,51170,10,2007,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
151,36,2000,870.63,0,431725,0,11,94800,-58500,12,3,1,1,62920.0,11440,5720,45760,5,2000,0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
154,34,500,795.23,0,609216,6,0,36900,0,15,3,2,1,69480.0,15440,0,54040,9,2014,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
245,44,1000,1168.2,0,452787,5,1,69100,0,23,3,0,3,44280.0,7380,3690,33210,6,1997,0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
119,32,1000,993.51,0,468767,1,3,0,-49500,12,1,0,3,56300.0,5630,11260,39410,2,2011,0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
215,42,500,1848.81,0,435489,13,18,0,-49000,20,3,2,2,68520.0,11420,5710,51390,11,2003,1,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
295,42,2000,1641.73,0,450149,11,5,62400,0,16,3,0,0,59130.0,6570,6570,45990,5,2006,1,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
254,39,500,1362.87,0,458364,3,5,35700,0,6,3,2,2,82320.0,13720,6860,61740,4,1995,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
107,31,500,1239.22,0,476458,12,13,43400,-91200,12,1,0,1,89700.0,13800,13800,62100,1,2009,1,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
478,62,500,835.02,0,602433,0,15,59600,0,17,3,1,1,33930.0,0,3770,30160,2,1998,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
128,30,1000,1061.33,0,478575,6,12,43300,-66200,8,1,0,3,68530.0,12460,6230,49840,1,1997,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
338,49,1000,1279.08,0,449718,7,11,0,-51500,13,1,0,1,4300.0,860,860,2580,5,2004,0,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
271,42,500,1105.49,0,463181,9,17,56200,-50000,12,2,2,3,68310.0,12420,6210,49680,1,2003,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
222,41,2000,1055.53,0,441992,1,6,37800,-50300,7,1,0,2,61290.0,6810,6810,47670,6,1995,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
199,41,1000,895.83,0,452597,11,13,0,0,10,1,1,2,30100.0,3010,0,27090,3,1999,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
215,37,500,1632.93,0,614417,13,9,0,-42900,7,3,2,0,57120.0,9520,4760,42840,8,2002,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
192,40,1000,1405.99,0,472895,11,19,0,0,18,3,1,0,42930.0,9540,4770,28620,2,2005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
120,35,1000,1425.54,0,475847,13,3,78300,0,22,3,2,0,51210.0,11380,5690,34140,5,2010,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
270,45,1000,1038.09,0,476978,5,9,0,-19700,18,3,1,1,89400.0,14900,7450,67050,11,1998,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
319,47,500,1307.11,0,600648,13,7,0,0,22,3,0,2,59730.0,10860,10860,38010,1,2005,0,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
194,39,1000,1489.24,0,608335,7,11,0,-45000,15,1,2,2,8060.0,1240,1240,5580,10,2004,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
227,38,500,976.67,0,471600,5,14,0,0,16,1,1,2,72200.0,14440,7220,50540,2,2013,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
137,31,2000,1340.43,0,441175,3,13,52700,-40600,6,3,1,2,50800.0,10160,10160,30480,0,2005,0,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
244,40,2000,1267.81,0,603123,3,18,0,0,10,1,2,1,6600.0,660,1320,4620,0,2005,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
78,29,1000,1234.2,0,457767,7,3,0,0,3,1,2,2,7500.0,750,1500,5250,9,2002,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
200,35,2000,1318.06,0,618498,3,18,57300,-80600,13,1,0,3,6490.0,1180,1180,4130,13,2002,0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
284,48,2000,769.95,0,605486,9,12,0,-44200,16,2,2,3,60940.0,5540,11080,44320,1,2013,1,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
275,41,2000,1514.72,0,617970,13,2,35700,0,13,3,0,1,58300.0,5830,11660,40810,11,2007,0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
153,34,1000,873.64,0,432934,8,19,800,0,9,3,2,1,68400.0,11400,11400,45600,5,2007,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
134,32,500,1612.43,0,456762,7,19,36400,0,2,1,2,1,64240.0,11680,11680,40880,2,2015,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
31,36,2000,1318.24,0,601748,9,11,0,-78600,9,1,0,1,4700.0,940,470,3290,4,2002,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
